substancename,nonproprietaryname,proprietaryname,labelername,producttypename,dosageformname,routename,marketingcategoryname,active_numerator_strength,active_ingred_unit
CALCIUM FLUORIDE,CALCIUM FLUORIDE,BIOPLASMA SPORT WITH ELECTROLYTES,Hyland's,HUMAN OTC DRUG,POWDER,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
HYPERICUM PERFORATUM,HYPERICUM PERFORATUM,Hypericum,Hyland's,HUMAN OTC DRUG,SPRAY,TOPICAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
BRYONIA ALBA ROOT,BRYONIA ALBA ROOT,DEFEND Cough,Hyland's,HUMAN OTC DRUG,SYRUP,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
ACONITUM NAPELLUS ROOT,ACONITUM NAPELLUS ROOT,ACONITE NAPELLIS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
ANAS PLATYRHYNCHOS FEATHER,ANAS PLATYRHYNCHOS FEATHER,COMPLETE COLD N FLU 4 KIDS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,200,[hp_C]
ATROPA BELLADONNA ROOT,ATROPA BELLADONNA ROOT,BELLADONNA,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
BELLADONNA LEAF,BELLADONNA LEAF,EARACHE,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
CAIRINA MOSCHATA HEART,CAIRINA MOSCHATA HEART,4KIDS COMPLETE COLD N FLU,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,200,[hp_C]
CALCIUM PHOSPHATE,CALCIUM PHOSPHATE,CALC PHOS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
CALCIUM SULFATE,CALCIUM SULFATE,CALCIUM SULPHATE,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
MATRICARIA CHAMOMILLA FLOWERING TOP OIL,MATRICARIA CHAMOMILLA FLOWERING TOP OIL,CHAMOMILLA,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
PASSIFLORA INCARNATA FLOWER,PASSIFLORA INCARNATA FLOWER,CALMS NERVE TENSION SLEEPLESSNESS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
SODIUM PHOSPHATE,SODIUM PHOSPHATE,FERRUM PHOSPHATE,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_X]
SODIUM SULFATE ANHYDROUS,SODIUM SULFATE ANHYDROUS,NAT SULPH,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_X]
TOXICODENDRON RADICANS LEAF,TOXICODENDRON RADICANS LEAF,RHUS TOX,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
AMBROSIA ARTEMISIIFOLIA,AMBROSIA ARTEMISIIFOLIA,Hayfever,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
AMYL NITRITE,AMYL NITRITE,Menopause,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
APIS MELLIFERA,APIS MELLIFERA,Hives,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
ARNICA MONTANA,ARNICA MONTANA,ARNICA,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_X]
ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,Restful Legs,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
ATROPA BELLADONNA,ATROPA BELLADONNA,EnurAid,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
BELLADONNA LEAF,BELLADONNA LEAF,Sore Throat,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
BENZOIC ACID,BENZOIC ACID,BACKACHE WITH ARNICA,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
BRYONIA ALBA ROOT,BRYONIA ALBA ROOT,Cough,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
CAIRINA MOSCHATA HEART,CAIRINA MOSCHATA HEART,Complete FLU CARE,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,200,[hp_C]
CALCIUM FLUORIDE,CALCIUM FLUORIDE,Bioplasma,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
CINCHONA OFFICINALIS BARK,CINCHONA OFFICINALIS BARK,LEG CRAMPS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
DIOSCOREA VILLOSA TUBER,DIOSCOREA VILLOSA TUBER,BABY COLIC,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
ECHINACEA ANGUSTIFOLIA,ECHINACEA ANGUSTIFOLIA,ClearAc,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
EUPATORIUM PERFOLIATUM FLOWERING TOP,EUPATORIUM PERFOLIATUM FLOWERING TOP,FLU,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
HORSE CHESTNUT,HORSE CHESTNUT,Hemorrhoids,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
HYOSCYAMUS NIGER,HYOSCYAMUS NIGER,INSOMNIA,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
IRIS VERSICOLOR ROOT,IRIS VERSICOLOR ROOT,Headache,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
MAGNESIUM PHOSPHATE,MAGNESIUM PHOSPHATE,Menstrual Cramps,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
NITROGLYCERIN,NITROGLYCERIN,Migraine Headache Relief,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
NUTMEG,NUTMEG,GAS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
ONION,ONION,Seasonal Allergy Relief,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
OYSTER SHELL CALCIUM CARBONATE,OYSTER SHELL CALCIUM CARBONATE,Leg Cramps PM,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
RHUS AROMATICA ROOT BARK,RHUS AROMATICA ROOT BARK,Bladder Irritation,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
RUMEX CRISPUS ROOT,RUMEX CRISPUS ROOT,Bronchial Cough,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
SODIUM BORATE,SODIUM BORATE,COLD SORES AND FEVER BLISTERS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,2,[hp_X]
STRYCHNOS NUX-VOMICA SEED,STRYCHNOS NUX-VOMICA SEED,Motion Sickness,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
TOXICODENDRON RADICANS LEAF,TOXICODENDRON RADICANS LEAF,Poison Ivy/Oak,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
VIBURNUM OPULUS BARK,VIBURNUM OPULUS BARK,PMS,Hyland's,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,2,[hp_X]
ONION,ONION,4 Kids Cold n Cough Day and Night Value Pack,Hylands Inc.,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,UNAPPROVED HOMEOPATHIC,None,None
IPECAC,IPECAC,Cough with 100% Natural Honey 4 Kids,Hylands Inc.,HUMAN OTC DRUG,SYRUP,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
CALCIUM PHOSPHATE,Calcium Phosphate,Baby Teething,Hyland's Inc.,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
CAPSICUM,Capsicum,HYSAN DEGUO POROUS CAPSICUM,HYSAN PHARMACEUTICAL CO LTD,HUMAN OTC DRUG,PLASTER,TOPICAL,OTC MONOGRAPH NOT FINAL,3,g
NIACINAMIDE,Niacinamide,Vitabrid C12 SENSITIVE Spot Pow der Serum,HYUNDAI IBT CO. LTD.,HUMAN OTC DRUG,POWDER,TOPICAL,UNAPPROVED DRUG OTHER,0.1,g
PROPYLENE GLYCOL,Propylene Glycol,Vitabrid SCALP CARE,HYUNDAI IBT CO. LTD.,HUMAN OTC DRUG,SHAMPOO,TOPICAL,UNAPPROVED DRUG OTHER,10,g
ACETAMINOPHEN,Acetaminophen,Sinus Congestion and Pain daytime nighttime,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
DEXTROMETHORPHAN HBR,dextromethorphan HBr,day time nighttime,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
MICONAZOLE NITRATE,Miconazole nitrate,miconazole 3,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,ANDA,None,None
ACETAMINOPHEN,Acetaminophen,Night Time Day Time,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
MICONAZOLE NITRATE,Miconazole nitrate,miconazole 1,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,ANDA,None,None
DEXTROMETHORPHAN HBR,dextromethorphan HBr,Cough Day Night,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
ACETAMINOPHEN,Acetaminophen,Cold and Flu,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
MICONAZOLE NITRATE,Miconazole nitrate,miconazole 1,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,ANDA,None,None
ACETAMINOPHEN,Acetaminophen,sinus,HyVee Inc,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
INTERFERON GAMMA-1B,Interferon gamma-1b,ACTIMMUNE,HZNP USA Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,BLA,100,ug
BENZOCAINE,Desensitizing cream,Desensitizing cream,I. Shay Cosmetics,HUMAN OTC DRUG,LOTION,TOPICAL,OTC MONOGRAPH FINAL,0.05,g
EPINEPHRINE HYDROCHLORIDE,Numbing Hemorrhoidal Spray,Numbing Hemorrhoidal Label,I. Shay Cosmetics,HUMAN OTC DRUG,SPRAY,TOPICAL,OTC MONOGRAPH FINAL,0.0001,mg
LEVOMENOL,LEVOMENOL,IASO White Science EX Serum,IASO Inc,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED DRUG OTHER,0.02,mL
INFLUENZA A VIRUS A,influenza virus vaccine,Flulaval Quadrivalent,ID Biomedical Corporation of Quebec,VACCINE,SUSPENSION,INTRAMUSCULAR,BLA,15,ug
ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Aluminum Zirconium Tetrachlorohydrex Gly,Brut Arctic Force,Idelle Labs Ltd,HUMAN OTC DRUG,AEROSOL,TOPICAL,OTC MONOGRAPH FINAL,19,g
ZINC OXIDE,Zinc Oxide,Ammens Medicated Powder Original,Idelle Labs Ltd,HUMAN OTC DRUG,POWDER,TOPICAL,OTC MONOGRAPH FINAL,9.1,g
BACILLUS SUBTILIS,BACILLUS SUBTILIS,BIOVITA,ILDONG PHARMACEUTICAL Co. Ltd.,HUMAN OTC DRUG,GRANULE,ORAL,UNAPPROVED DRUG OTHER,3,mg
CETUXIMAB,cetuximab,ERBITUX,ImClone LLC,HUMAN PRESCRIPTION DRUG,SOLUTION,INTRAVENOUS,BLA,2,mg
ETANERCEPT,etanercept,ENBREL,Immunex Corporation,HUMAN PRESCRIPTION DRUG,KIT,Follow Instructions on Pack,BLA,None,None
ETANERCEPT,etanercept,ENBREL,Immunex Corporation,HUMAN PRESCRIPTION DRUG,SOLUTION,SUBCUTANEOUS,BLA,50,mg
DANTROLENE SODIUM,Dantrolene Sodium,Dantrolene Sodium,Impax Generics,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,25,mg
DEXTROAMPHETAMINE SACCHARATE,Dextroamphetamine Saccharate,Dextroamphetamine Saccharate/ Amphetamine Aspartate Monohydrate/ Dextroamphetamine Sulfate and Amphetamine Sulfate,Impax Generics,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,1.25,mg
DOXYCYCLINE,Doxycycline,Doxycycline,Impax Generics,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,150,mg
FENOFIBRATE,FENOFIBRATE,Fenofibrate,Impax Generics,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,67,mg
METHYLTESTOSTERONE,METHYLTESTOSTERONE,MethylTESTOSTERone,Impax Generics,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,10,mg
FLUTICASONE PROPIONATE,Fluticasone Propionate,Fluticasone Propionate,Impax Generics,HUMAN PRESCRIPTION DRUG,CREAM,TOPICAL,ANDA,0.5,mg
IMIQUIMOD,Imiquimod,Imiquimod,Impax Generics,HUMAN PRESCRIPTION DRUG,CREAM,TOPICAL,ANDA,50,mg
DICLOFENAC SODIUM,Diclofenac Sodium,Diclofenac Sodium,Impax Generics,HUMAN PRESCRIPTION DRUG,GEL,TOPICAL,ANDA,30,mg
EPINEPHRINE,epinephrine,epinephrine,Impax Generics,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA AUTHORIZED GENERIC,0.3,mg
EPIRUBICIN HYDROCHLORIDE,Epirubicin Hydrochloride,Epirubicin Hydrochloride,Impax Generics,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,ANDA,2,mg
CALCIPOTRIENE,Calcipotriene,Calcipotriene,Impax Generics,HUMAN PRESCRIPTION DRUG,SOLUTION,TOPICAL,ANDA,0.05,mg
COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE,Impax Generics,HUMAN PRESCRIPTION DRUG,SUSPENSION,ORAL,ANDA,5,g
DIGOXIN,DIGOXIN,Digoxin,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,125,ug
FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,Fludrocortisone Acetate,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,0.1,mg
METHYLTESTOSTERONE,METHYLTESTOSTERONE,METHITEST,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,10,mg
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,2.5,mg
PROPRANOLOL HYDROCHLORIDE,Propranolol Hydrochloride,Propranolol Hydrochloride,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,10,mg
PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,Pyridostigmine Bromide,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,60,mg
TERBUTALINE SULFATE,TERBUTALINE SULFATE,TERBUTALINE SULFATE,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,2.5,mg
ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,Orphenadrine Citrate,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,100,mg
PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,Pyridostigmine Bromide,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,180,mg
COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,1,g
EZETIMIBE,EZETIMIBE and SIMVASTATIN,Ezetimibe and Simvastatin,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,10,mg
PILOCARPINE HYDROCHLORIDE,PILOCARPINE HYDROCHLORIDE,Pilocarpine Hydrochloride,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,5,mg
RIMANTADINE HYDROCHLORIDE,Rimantadine Hydrochloride,Rimantadine Hydrochloride,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,100,mg
URSODIOL,URSODIOL,URSODIOL,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,250,mg
BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,Bupropion Hydrochloride,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,200,mg
DIVALPROEX SODIUM,DIVALPROEX SODIUM,Divalproex Sodium,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,250,mg
OXYMORPHONE HYDROCHLORIDE,Oxymorphone hydrochloride,Oxymorphone hydrochloride,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,5,mg
LAMOTRIGINE,LAMOTRIGINE,Lamotrigine,Impax Generics,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,25,mg
LEVODOPA,Levodopa and Carbidopa,RYTARY,Impax Specialty Pharma,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,95,mg
BERGAMOT OIL,Citrus Aurantium Bergamia Fruit Oil,MOMMY TO BE LUXURIOUS FIRMING BODY,In This Morning,HUMAN OTC DRUG,OIL,TOPICAL,UNAPPROVED DRUG OTHER,0.0606,g
JOJOBA OIL,Glycerin,HYDRA LUXURIOUS ROSE,In This Morning,HUMAN OTC DRUG,OIL,TOPICAL,UNAPPROVED DRUG OTHER,10,g
RUXOLITINIB,ruxolitinib,JAKAFI,Incyte Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,5,mg
DEXTROAMPHETAMINE SULFATE,dextroamphetamine sulfate,Procentra,Independence Pharmaceuticals LLC,HUMAN PRESCRIPTION DRUG,SOLUTION,ORAL,ANDA,5,mg
ANTIMONY TRISULFIDE,Sulphide of antimony,Homeopathic Wart,Indiana Botanic Gardens,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED HOMEOPATHIC,10,[hp_X]
ARSENIC TRIOXIDE,White oxide of arsenic,Homeopathic Eczema,Indiana Botanic Gardens,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED HOMEOPATHIC,10,[hp_X]
BARIUM CARBONATE,Carbonate of barium,Homeopathic Athletes Foot,Indiana Botanic Gardens,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED HOMEOPATHIC,10,[hp_X]
BERBERIS VULGARIS ROOT BARK,Barberry,Homeopathic Rheumatism,Indiana Botanic Gardens,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
CAUSTICUM,Potassium hydrate,Homeopathic Acne,Indiana Botanic Gardens,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED HOMEOPATHIC,10,[hp_X]
CAMPHOR (SYNTHETIC),camphor,Painzaway Balm,Indiana Botanic Gardens,HUMAN OTC DRUG,OINTMENT,TOPICAL,OTC MONOGRAPH NOT FINAL,4,g
ASCLEPIAS TUBEROSA FLOWERING TOP,Asclepias tuberose,Homeopathic Bronchitis Formula,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_X]
ATROPA BELLADONNA,Deadly nightshade,Homeopathic Motion Sickness,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
BENZOIC ACID,Benzoic acid,Homeopathic Joint Formula,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_C]
BETULA PUBESCENS LEAF,Betula alba,Homeopathic Weight Loss Formula,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,2,[hp_C]
CALCIUM SILICATE,Belladonna,Homeopathic Facial Redness Formula,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,12,[hp_X]
CANDIDA ALBICANS,Candida albicans,Homeopathic Yeast Relief Formula,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_X]
DAPHNE ODORA BARK,Daphne indica,Homeopathic Stop Smoking Formula,Indiana Botanic Gardens,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,4,[hp_C]
BUPRENORPHINE HYDROCHLORIDE,buprenorphine hydrochloride,Suboxone,Indivior Inc.,HUMAN PRESCRIPTION DRUG,FILM,SUBLINGUAL,NDA,2,mg
TURNERA DIFFUSA LEAFY TWIG,Damiana,MALE POWERHOUSE,Infinite Therapies of Sarasota Inc.,HUMAN OTC DRUG,LIQUID,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
LAMIVUDINE,Lamivudine,Lamivudine,Ingenus Pharmaceuticals LLC,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,150,mg
STILLINGIA SYLVATICA ROOT,Stillingia Sylvatica,E.O.L.,InLight Creation LLC.,HUMAN OTC DRUG,LIQUID,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
UREA,Urea,Umecta,Innocutis Holdings LLC,HUMAN PRESCRIPTION DRUG,FILM,TOPICAL,UNAPPROVED DRUG OTHER,400,mg
NITRIC OXIDE,nitric oxide,INOmax,INO Therapeutics,HUMAN PRESCRIPTION DRUG,GAS,RESPIRATORY (INHALATION),NDA,0.98,mg
MINERAL OIL,Mineral Oil and Petrolatum,Stye,Insight Pharmaceuticals,HUMAN OTC DRUG,GEL,OPHTHALMIC,OTC MONOGRAPH FINAL,1,g
CALCIUM CARBONATE,Calcium Carbonate,Chooz,Insight Pharmaceuticals,HUMAN OTC DRUG,GUM,ORAL,OTC MONOGRAPH FINAL,500,mg
MICONAZOLE NITRATE,Miconazole Nitrate,Monistat 1 Combination Pack,Insight Pharmaceuticals,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,NDA,None,None
PERMETHRIN,Permethrin,Nix Complete Maximum Strength Lice Elimination,Insight Pharmaceuticals,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,NDA,None,None
CAPSICUM OLEORESIN,Capsicum Oleoresin,Diabet Aid,Insight Pharmaceuticals,HUMAN OTC DRUG,LOTION,TOPICAL,OTC MONOGRAPH NOT FINAL,3,g
HEXYLRESORCINOL,Hexylresorcinol,Sucrets,Insight Pharmaceuticals,HUMAN OTC DRUG,LOZENGE,ORAL,OTC MONOGRAPH NOT FINAL,2.4,mg
PHENOL,Phenol,Cepastat,Insight Pharmaceuticals,HUMAN OTC DRUG,LOZENGE,ORAL,OTC MONOGRAPH NOT FINAL,14.5,mg
PERMETHRIN,Permethrin,Nix,Insight Pharmaceuticals,HUMAN OTC DRUG,SHAMPOO,TOPICAL,NDA,560,mg
NAPHAZOLINE HYDROCHLORIDE,Naphazoline Hydrochloride,Privine,Insight Pharmaceuticals,HUMAN OTC DRUG,SPRAY,NASAL,OTC MONOGRAPH FINAL,0.1,mL
CHLORCYCLIZINE HYDROCHLORIDE,Chlorcyclizine Hydrochloride,Bonine,Insight Pharmaceuticals,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH FINAL,25,mg
ASPIRIN,Aspirin and Caffeine,Anacin,Insight Pharmaceuticals LLC,HUMAN OTC DRUG,CAPSULE,ORAL,OTC MONOGRAPH FINAL,400,mg
PYRANTEL PAMOATE,Pyrantel pamoate,Pronto Plus,Insight Pharmaceuticals LLC,HUMAN OTC DRUG,LIQUID,ORAL,OTC MONOGRAPH FINAL,5,mL
DYCLONINE HYDROCHLORIDE,Dyclonine Hydrochloride,Sucrets,Insight Pharmaceuticals LLC,HUMAN OTC DRUG,LOZENGE,ORAL,OTC MONOGRAPH FINAL,3,mg
NAPHAZOLINE HYDROCHLORIDE,Naphazoline Hydrochloride,Privine,Insight Pharmaceuticals LLC,HUMAN OTC DRUG,SUSPENSION,NASAL,OTC MONOGRAPH FINAL,0.125,mL
FENTANYL,fentanyl,SUBSYS,Insys Therapeutics Inc.,HUMAN PRESCRIPTION DRUG,SPRAY,SUBLINGUAL,NDA,0.1,mg
ACONITUM NAPELLUS,Equal amounts of each HPUS ingredient in 30C,Tabakfre,Integra Health International S.A. de C.V.,HUMAN OTC DRUG,SOLUTION,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
KENALOG,Kenalog,ARZE-JECT-A,Integrated Pharma Solutions LLC,HUMAN PRESCRIPTION DRUG,KIT,INTRA-ARTICULAR,NDA,None,None
DECADRON-DEXAMETHASONE TABLET,Decadron-Dexamethasone Tablet,CUSHINGS SYNDROME DIAGNOSTIC,Integrated Pharma Solutions Llc,HUMAN PRESCRIPTION DRUG,KIT,Follow Instructions on Pack,ANDA,None,None
FRANKINCENSE,Olibanum,Cedar X Children Formula,Integrative Healing Institute LLC,HUMAN OTC DRUG,LIQUID,ORAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
CUPRESSUS SEMPERVIRENS FRUITING LEAFY TWIG,Cupressus Aus,Breathe Easier Formula,Integrative Healing Institute LLC,HUMAN OTC DRUG,SPRAY,NASAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
TEA TREE OIL,Melaleuca Alternifolia (Tea Tree) Leaf Oil,Tea Tree Antiseptic Cream,Integria Healthcare (Australia) Pty. Ltd.,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED DRUG OTHER,5,g
TEA TREE OIL,Tea Tree Oil,Tea Tree Antiseptic,Integria Healthcare (US) Inc,HUMAN OTC DRUG,OINTMENT,TOPICAL,UNAPPROVED DRUG OTHER,50,mg
AUSTRALIAN TEA TREE OIL,Tea Tree Antiseptic Cream,Thursday Plantation,Integria Healthcare Ballina,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED DRUG OTHER,5,g
